Order,Weight
0.0,0.09980906546115875
1.0,0.09985002130270004
2.0,0.09929782897233963
3.0,0.09962300956249237
4.0,0.10006069391965866
5.0,0.10095769912004471
6.0,0.10077273845672607
7.0,0.09975868463516235
8.0,0.09992188960313797
9.0,0.09994836151599884
