id,x_0,x_1
0.0,-1.6953672170639038,-1.6955211162567139
1.0,-1.0027196407318115,-1.6045825481414795
2.0,-1.6860771179199219,1.6787866353988647
3.0,1.674559235572815,1.727234125137329
4.0,1.644788146018982,-1.5986746549606323
5.0,-1.6452668905258179,1.6383370161056519
6.0,1.329420566558838,-1.5858711004257202
7.0,1.711974024772644,1.729713797569275
8.0,1.7071188688278198,1.7060003280639648
9.0,-1.6584460735321045,1.4609941244125366
10.0,-1.505590558052063,1.5446475744247437
11.0,1.6393686532974243,-1.6038563251495361
12.0,1.21669602394104,1.217552900314331
13.0,1.682992935180664,1.6676313877105713
14.0,1.6412516832351685,-1.60615873336792
15.0,1.6450135707855225,-1.6027165651321411
16.0,1.643980622291565,-1.5983695983886719
17.0,-0.8895215392112732,-1.679985761642456
18.0,1.3504035472869873,-1.609902262687683
19.0,1.5823853015899658,-1.5797725915908813
20.0,-1.7046622037887573,-1.70525062084198
21.0,1.6923747062683105,1.7078220844268799
22.0,1.628068208694458,-1.5991904735565186
23.0,-1.6907124519348145,-1.6891323328018188
24.0,1.6408345699310303,-1.6067496538162231
25.0,1.7132203578948975,1.7070132493972778
26.0,1.3148479461669922,-1.2840871810913086
27.0,1.6331156492233276,1.72084379196167
28.0,-0.7552034854888916,1.2696911096572876
29.0,1.5721293687820435,-1.6074663400650024
30.0,1.6430600881576538,-1.6070579290390015
31.0,1.6420857906341553,-1.6078335046768188
32.0,1.6037063598632812,-1.6557157039642334
33.0,1.6400991678237915,-1.6074081659317017
34.0,1.642594575881958,-1.6085381507873535
35.0,1.637877345085144,-1.6009621620178223
36.0,1.6414873600006104,-1.583288311958313
37.0,1.640116572380066,-1.6074602603912354
38.0,1.6378276348114014,-1.5990729331970215
39.0,1.6445872783660889,-1.5992136001586914
40.0,1.6461366415023804,-1.6001217365264893
41.0,1.644675374031067,-1.6054658889770508
42.0,-0.11270109564065933,1.6402413845062256
43.0,1.6396886110305786,-1.6019667387008667
44.0,1.6155613660812378,-1.4640568494796753
45.0,1.6377230882644653,-1.5991432666778564
