id,x_0,x_1
0.0,1.7581249475479126,1.7518463134765625
1.0,-1.8071264028549194,-1.7702827453613281
2.0,-1.7916231155395508,-1.7534493207931519
3.0,1.8142238855361938,1.830881953239441
4.0,1.7859127521514893,1.8240588903427124
5.0,-1.7183107137680054,-1.7474173307418823
6.0,1.7849547863006592,1.7606890201568604
7.0,1.8134230375289917,1.7869877815246582
8.0,-1.743154525756836,-1.7497119903564453
9.0,0.9005710482597351,-0.4315256178379059
10.0,1.861326813697815,1.6997604370117188
11.0,1.6866837739944458,1.6770280599594116
12.0,-1.7990566492080688,-1.7781062126159668
13.0,0.5060311555862427,1.7057757377624512
14.0,1.6941405534744263,1.674197793006897
15.0,1.7500122785568237,1.7620370388031006
16.0,1.7662080526351929,1.7812328338623047
17.0,0.0012073633261024952,0.0004924529348500073
18.0,1.7770013809204102,1.754717469215393
19.0,1.7818151712417603,1.4539315700531006
20.0,-1.7409275770187378,-1.7607579231262207
21.0,1.727506160736084,1.6971505880355835
22.0,0.8259202241897583,-0.997618556022644
23.0,-1.8764512538909912,-1.8589035272598267
24.0,-1.7759069204330444,-1.7832682132720947
25.0,1.7479169368743896,1.7622946500778198
26.0,1.814711093902588,1.783564805984497
27.0,1.8165087699890137,1.7897568941116333
28.0,1.8619091510772705,1.0059853792190552
29.0,1.4413093328475952,2.2340474128723145
30.0,1.4412403106689453,2.235875129699707
31.0,-1.7315889596939087,-1.7417351007461548
32.0,1.7508158683776855,1.7723853588104248
33.0,-0.33744120597839355,-1.5874711275100708
34.0,1.7909581661224365,1.7599822282791138
35.0,1.79398775100708,1.8107987642288208
36.0,1.6896960735321045,1.676295518875122
37.0,-1.8782235383987427,-1.8133114576339722
38.0,1.6274938583374023,0.9010977745056152
39.0,1.6884043216705322,1.6721951961517334
40.0,1.5553969144821167,1.5921939611434937
41.0,-1.775410532951355,-1.7818719148635864
42.0,1.7805445194244385,1.7604798078536987
43.0,-0.0015420587733387947,0.0013514074962586164
44.0,1.8482590913772583,1.841763973236084
45.0,-1.818739891052246,-1.8200701475143433
46.0,1.3113269805908203,1.852149248123169
47.0,1.7775906324386597,1.7939894199371338
48.0,-1.8475992679595947,-1.8192040920257568
49.0,1.7999122142791748,1.7952061891555786
50.0,0.9381549954414368,1.9670506715774536
51.0,-0.9511306285858154,-1.950701117515564
52.0,1.839216947555542,1.7921411991119385
53.0,1.6956716775894165,1.676516056060791
54.0,1.749038577079773,1.782365083694458
55.0,-1.7956297397613525,-1.8114075660705566
56.0,1.3589019775390625,-0.07265689969062805
57.0,1.1776045560836792,1.967984676361084
58.0,1.7487609386444092,1.791808843612671
59.0,1.8030786514282227,1.8259943723678589
60.0,1.6971898078918457,1.6785989999771118
61.0,1.8468667268753052,1.8577609062194824
62.0,-1.7646522521972656,-1.7789827585220337
63.0,-1.7407453060150146,-1.7950303554534912
64.0,-1.6225615739822388,-0.41803404688835144
65.0,-1.7446331977844238,-1.7531455755233765
